-100,220,22.062,263.83
-99.971,219.8,22.056,263.63
-99.944,219.6,22.05,263.43
-99.917,219.4,22.044,263.23
-99.89,219.21,22.038,263.03
-99.864,219.01,22.032,262.83
-99.839,218.81,22.025,262.62
-99.815,218.61,22.019,262.42
-99.791,218.41,22.013,262.22
-99.768,218.21,22.007,262.01
-99.746,218.02,22.001,261.81
-99.725,217.82,21.994,261.6
-99.704,217.62,21.988,261.4
-99.684,217.42,21.982,261.19
-99.665,217.22,21.976,260.99
-99.646,217.03,21.97,260.78
-99.628,216.83,21.963,260.57
-99.611,216.63,21.957,260.37
-99.594,216.43,21.951,260.16
-99.578,216.24,21.945,259.95
-99.563,216.04,21.938,259.74
-99.549,215.84,21.932,259.54
-99.535,215.65,21.926,259.33
-99.522,215.45,21.92,259.12
-99.51,215.25,21.913,258.91
-99.498,215.06,21.907,258.7
-99.488,214.86,21.901,258.49
-99.477,214.67,21.895,258.28
-99.468,214.47,21.888,258.08
-99.459,214.27,21.882,257.87
-99.451,214.08,21.876,257.66
-99.444,213.88,21.87,257.45
-99.438,213.69,21.864,257.24
-99.432,213.49,21.857,257.03
-99.427,213.3,21.851,256.83
-99.422,213.1,21.845,256.62
-99.419,212.91,21.839,256.41
-99.416,212.71,21.833,256.2
-99.413,212.52,21.827,256
-99.412,212.33,21.82,255.79
-99.411,212.13,21.814,255.58
-99.411,211.94,21.808,255.38
-99.411,211.75,21.802,255.17
-99.412,211.55,21.796,254.97
-99.414,211.36,21.79,254.76
-99.417,211.17,21.784,254.56
-99.42,210.97,21.778,254.36
-99.424,210.78,21.772,254.15
-99.428,210.59,21.766,253.95
-99.434,210.4,21.76,253.75
-99.44,210.2,21.754,253.55
-99.446,210.01,21.749,253.35
-99.454,209.82,21.743,253.15
-99.462,209.63,21.737,252.95
-99.47,209.44,21.731,252.76
-99.48,209.25,21.725,252.56
-99.489,209.06,21.72,252.36
-99.5,208.87,21.714,252.17
-99.511,208.67,21.708,251.97
-99.523,208.48,21.703,251.78
-99.536,208.29,21.697,251.59
-99.549,208.1,21.692,251.4
-99.563,207.92,21.686,251.21
-99.577,207.73,21.681,251.02
-99.592,207.54,21.675,250.83
-99.608,207.35,21.67,250.65
-99.624,207.16,21.665,250.46
-99.641,206.97,21.659,250.28
-99.659,206.78,21.654,250.09
-99.677,206.59,21.649,249.91
-99.695,206.41,21.644,249.73
