233.01,0.52977,25.09
234.01,0.52756,24.985
235.01,0.52534,24.88
236.01,0.52313,24.775
237.01,0.52091,24.67
238.01,0.51869,24.565
239.01,0.51648,24.46
240.01,0.51426,24.355
241.01,0.51205,24.25
242.01,0.50983,24.146
243.01,0.50761,24.041
244.01,0.5054,23.936
245.01,0.50318,23.831
246.01,0.50097,23.726
247.01,0.49875,23.621
248.01,0.49653,23.516
249.01,0.49432,23.411
250.01,0.4921,23.306
251.01,0.48989,23.201
252.01,0.48767,23.096
253.01,0.48545,22.991
254.01,0.48324,22.886
255.01,0.48102,22.781
256.01,0.47881,22.676
257.01,0.47659,22.571
258.01,0.47437,22.466
259.01,0.47216,22.361
260.01,0.46994,22.257
261.01,0.46773,22.152
262.01,0.46551,22.047
263.01,0.4633,21.942
264.01,0.46108,21.837
265.01,0.45886,21.732
266.01,0.45665,21.627
267.01,0.45443,21.522
268.01,0.45222,21.417
269.01,0.45,21.312
270.01,0.36,17.05
271.01,0.35978,17.039
272.01,0.35956,17.029
273.01,0.35934,17.018
274.01,0.35912,17.008
275.01,0.3589,16.998
276.01,0.35868,16.987
277.01,0.35846,16.977
278.01,0.35824,16.966
279.01,0.35802,16.956
280.01,0.35781,16.946
281.01,0.35759,16.935
282.01,0.35737,16.925
283.01,0.35715,16.914
284.01,0.35693,16.904
285.01,0.35671,16.894
286.01,0.35649,16.883
287.01,0.35627,16.873
288.01,0.35605,16.862
289.01,0.35583,16.852
290.01,0.35561,16.842
291.01,0.35539,16.831
292.01,0.35517,16.821
293.01,0.35495,16.811
294.01,0.35473,16.8
295.01,0.35451,16.79
296.01,0.35429,16.779
297.01,0.35407,16.769
298.01,0.35385,16.759
299.01,0.35364,16.748
300.01,0.35342,16.738
301.01,0.3532,16.727
302.01,0.35298,16.717
303.01,0.35276,16.707
304.01,0.35254,16.696
305.01,0.35232,16.686
306.01,0.3521,16.675
307.01,0.35188,16.665
308.01,0.35166,16.655
309.01,0.35144,16.644
310.01,0.35122,16.634
311.01,0.351,16.623
312.01,0.35078,16.613
313.01,0.35056,16.603
314.01,0.35034,16.592
315.01,0.35012,16.582
316.01,0.3499,16.571
317.01,0.34968,16.561
318.01,0.34947,16.551
319.01,0.34925,16.54
320.01,0.34903,16.53
321.01,0.34881,16.519
322.01,0.34859,16.509
323.01,0.34837,16.499
324.01,0.34815,16.488
325.01,0.34793,16.478
326.01,0.34771,16.468
327.01,0.34749,16.457
328.01,0.34727,16.447
329.01,0.34705,16.436
330.01,0.34683,16.426
331.01,0.34661,16.416
332.01,0.34639,16.405
333.01,0.34617,16.395
334.01,0.34595,16.384
335.01,0.34573,16.374
336.01,0.34551,16.364
337.01,0.34529,16.353
338.01,0.34508,16.343
339.01,0.34486,16.332
340.01,0.34464,16.322
341.01,0.34442,16.312
342.01,0.3442,16.301
343.01,0.34398,16.291
344.01,0.34376,16.28
345.01,0.34354,16.27
346.01,0.34332,16.26
347.01,0.3431,16.249
348.01,0.34288,16.239
349.01,0.34266,16.228
350.01,0.34244,16.218
351.01,0.34222,16.208
352.01,0.342,16.197
353.01,0.34178,16.187
354.01,0.34156,16.176
355.01,0.34134,16.166
356.01,0.34112,16.156
357.01,0.34091,16.145
358.01,0.34069,16.135
359.01,0.34047,16.124
360.01,0.34025,16.114
361.01,0.34003,16.104
362.01,0.33981,16.093
363.01,0.33959,16.083
364.01,0.33937,16.073
365.01,0.33915,16.062
366.01,0.33893,16.052
367.01,0.33871,16.041
368.01,0.33849,16.031
369.01,0.33827,16.021
370.01,0.33805,16.01
371.01,0.33783,16
372.01,0.33761,15.989
373.01,0.33739,15.979
374.01,0.33717,15.969
375.01,0.33695,15.958
376.01,0.33674,15.948
377.01,0.33652,15.937
378.01,0.3363,15.927
379.01,0.33608,15.917
380.01,0.33586,15.906
381.01,0.33564,15.896
382.01,0.33542,15.885
383.01,0.3352,15.875
384.01,0.33498,15.865
385.01,0.33476,15.854
386.01,0.33454,15.844
387.01,0.33432,15.833
388.01,0.3341,15.823
389.01,0.33388,15.813
390.01,0.33366,15.802
391.01,0.33344,15.792
392.01,0.33322,15.781
393.01,0.333,15.771
394.01,0.33278,15.761
395.01,0.33257,15.75
396.01,0.33235,15.74
397.01,0.33213,15.729
398.01,0.33191,15.719
399.01,0.33169,15.709
400.01,0.33147,15.698
401.01,0.33125,15.688
402.01,0.33103,15.678
403.01,0.33081,15.667
