200,34.165,34.218,34.216,34.205,34.216,34.215,34.215,34.218,34.218,34.219
200.5,33.677,33.842,33.844,33.798,33.832,33.826,33.824,33.83,33.829,33.83
201,33.166,33.422,33.445,33.358,33.414,33.405,33.399,33.409,33.407,33.408
201.5,32.644,32.965,33.026,32.895,32.971,32.961,32.95,32.964,32.961,32.962
202.01,32.137,32.492,32.605,32.428,32.52,32.512,32.496,32.513,32.509,32.51
202.51,31.671,32.022,32.202,31.98,32.084,32.08,32.057,32.077,32.073,32.074
203.01,31.271,31.579,31.834,31.572,31.682,31.686,31.655,31.678,31.673,31.673
203.51,30.957,31.184,31.519,31.225,31.334,31.347,31.31,31.334,31.33,31.329
204.01,30.747,30.858,31.273,30.957,31.057,31.082,31.039,31.064,31.06,31.058
204.51,30.652,30.617,31.107,30.781,30.866,30.904,30.855,30.88,30.877,30.874
205.01,30.678,30.475,31.03,30.707,30.77,30.821,30.769,30.792,30.79,30.787
205.51,30.823,30.44,31.044,30.738,30.775,30.839,30.785,30.804,30.804,30.8
206.02,31.08,30.516,31.149,30.875,30.881,30.956,30.902,30.917,30.919,30.915
206.52,31.435,30.699,31.339,31.109,31.082,31.167,31.115,31.126,31.128,31.124
207.02,31.869,30.983,31.604,31.43,31.37,31.461,31.414,31.419,31.423,31.419
207.52,32.359,31.354,31.933,31.822,31.73,31.824,31.784,31.783,31.788,31.784
208.02,32.879,31.796,32.308,32.267,32.145,32.239,32.207,32.2,32.207,32.203
208.52,33.404,32.289,32.712,32.741,32.596,32.686,32.663,32.651,32.659,32.655
209.02,33.907,32.811,33.127,33.225,33.063,33.145,33.132,33.115,33.123,33.12
209.52,34.365,33.339,33.534,33.696,33.525,33.594,33.593,33.572,33.58,33.578
210.03,34.756,33.85,33.918,34.134,33.962,34.017,34.026,34.002,34.009,34.008
210.53,35.066,34.324,34.263,34.521,34.358,34.395,34.414,34.388,34.394,34.395
211.03,35.284,34.744,34.559,34.844,34.698,34.716,34.744,34.718,34.723,34.724
211.53,35.406,35.094,34.798,35.095,34.973,34.971,35.007,34.982,34.984,34.987
212.03,35.435,35.366,34.977,35.269,35.178,35.157,35.197,35.174,35.175,35.179
212.53,35.38,35.557,35.097,35.367,35.312,35.272,35.315,35.297,35.295,35.3
213.03,35.255,35.666,35.162,35.395,35.379,35.323,35.366,35.352,35.348,35.354
213.53,35.078,35.7,35.181,35.363,35.387,35.319,35.36,35.351,35.345,35.351
214.04,34.872,35.669,35.166,35.286,35.348,35.272,35.308,35.305,35.296,35.303
214.54,34.66,35.588,35.129,35.181,35.278,35.197,35.226,35.229,35.219,35.226
215.04,34.467,35.473,35.085,35.065,35.191,35.111,35.131,35.141,35.129,35.135
215.54,34.316,35.344,35.049,34.958,35.107,35.031,35.042,35.057,35.044,35.05
216.04,34.227,35.22,35.035,34.877,35.04,34.973,34.974,34.993,34.98,34.985
216.54,34.217,35.117,35.056,34.838,35.007,34.953,34.942,34.965,34.952,34.957
217.04,34.296,35.053,35.119,34.854,35.019,34.981,34.96,34.985,34.973,34.977
217.54,34.469,35.041,35.233,34.933,35.085,35.065,35.035,35.061,35.051,35.053
218.05,34.734,35.09,35.398,35.079,35.211,35.21,35.172,35.198,35.189,35.19
218.55,35.086,35.203,35.613,35.292,35.396,35.415,35.371,35.395,35.388,35.388
219.05,35.509,35.382,35.873,35.565,35.636,35.674,35.626,35.647,35.643,35.641
219.55,35.985,35.621,36.168,35.89,35.924,35.978,35.929,35.946,35.944,35.942
220.05,36.493,35.91,36.486,36.251,36.247,36.315,36.267,36.279,36.28,36.277
220.55,37.006,36.237,36.812,36.631,36.59,36.668,36.624,36.63,36.634,36.63
221.05,37.498,36.584,37.131,37.012,36.936,37.02,36.982,36.982,36.988,36.984
221.55,37.944,36.934,37.426,37.372,37.267,37.353,37.322,37.317,37.325,37.321
222.06,38.319,37.267,37.681,37.694,37.565,37.649,37.627,37.617,37.626,37.622
222.56,38.603,37.565,37.882,37.959,37.813,37.891,37.878,37.864,37.874,37.87
223.06,38.781,37.81,38.017,38.152,37.998,38.065,38.062,38.044,38.055,38.052
223.56,38.843,37.987,38.078,38.261,38.108,38.161,38.168,38.148,38.158,38.155
224.06,38.785,38.086,38.06,38.279,38.135,38.172,38.188,38.167,38.176,38.175
224.56,38.61,38.099,37.963,38.205,38.077,38.097,38.121,38.1,38.108,38.107
225.06,38.327,38.026,37.791,38.042,37.937,37.939,37.969,37.949,37.955,37.955
225.56,37.952,37.868,37.551,37.797,37.719,37.704,37.739,37.721,37.726,37.726
226.07,37.504,37.634,37.255,37.483,37.435,37.405,37.442,37.427,37.43,37.431
226.57,37.007,37.335,36.916,37.115,37.1,37.056,37.093,37.082,37.082,37.084
227.07,36.486,36.986,36.553,36.712,36.728,36.674,36.709,36.702,36.701,36.704
227.57,35.97,36.605,36.181,36.295,36.34,36.278,36.31,36.308,36.305,36.307
228.07,35.482,36.211,35.818,35.884,35.953,35.888,35.915,35.917,35.912,35.915
228.57,35.046,35.823,35.48,35.497,35.586,35.522,35.542,35.548,35.542,35.545
229.07,34.681,35.46,35.183,35.154,35.255,35.195,35.209,35.218,35.211,35.214
229.57,34.402,35.138,34.937,34.867,34.974,34.921,34.928,34.939,34.933,34.935
230.08,34.216,34.87,34.751,34.647,34.754,34.71,34.71,34.723,34.717,34.718
230.58,34.126,34.665,34.627,34.5,34.599,34.567,34.561,34.574,34.568,34.569
231.08,34.128,34.527,34.566,34.425,34.512,34.492,34.48,34.494,34.489,34.489
231.58,34.21,34.457,34.563,34.419,34.488,34.481,34.465,34.478,34.474,34.473
232.08,34.358,34.449,34.61,34.472,34.521,34.525,34.507,34.518,34.515,34.514
232.58,34.552,34.494,34.694,34.572,34.598,34.613,34.594,34.602,34.601,34.6
233.08,34.768,34.578,34.8,34.7,34.705,34.729,34.71,34.716,34.716,34.714
233.58,34.982,34.686,34.914,34.84,34.825,34.855,34.838,34.841,34.842,34.84
234.09,35.169,34.799,35.017,34.972,34.94,34.974,34.959,34.959,34.961,34.96
234.59,35.308,34.899,35.094,35.076,35.032,35.067,35.055,35.053,35.056,35.055
235.09,35.378,34.967,35.129,35.135,35.085,35.118,35.109,35.106,35.109,35.108
