200,30.015,29.986,30.005,30,29.998,30.001,30,30,30,30
200.5,30.058,29.952,30.016,30.003,29.994,30.004,29.999,29.999,30.001,30
201,30.112,29.919,30.024,30.007,29.988,30.006,29.999,29.999,30.001,30
201.5,30.173,29.887,30.028,30.013,29.983,30.008,29.999,29.998,30.001,30
202.01,30.238,29.86,30.028,30.021,29.977,30.01,30,29.997,30.002,29.999
202.51,30.303,29.84,30.024,30.03,29.972,30.01,30.001,29.996,30.002,29.999
203.01,30.362,29.828,30.015,30.04,29.968,30.01,30.002,29.996,30.002,30
203.51,30.412,29.826,30.001,30.049,29.965,30.01,30.003,29.995,30.003,30
204.01,30.448,29.835,29.985,30.058,29.964,30.008,30.005,29.994,30.003,30
204.51,30.467,29.855,29.965,30.066,29.964,30.006,30.006,29.994,30.002,30
205.01,30.466,29.885,29.945,30.071,29.967,30.003,30.008,29.994,30.002,30
205.51,30.444,29.924,29.925,30.074,29.97,29.999,30.009,29.994,30.002,30.001
206.02,30.401,29.969,29.906,30.074,29.976,29.995,30.01,29.994,30.001,30.001
206.52,30.339,30.018,29.889,30.071,29.982,29.992,30.011,29.995,30,30.001
207.02,30.261,30.068,29.877,30.065,29.99,29.988,30.011,29.996,30,30.001
207.52,30.17,30.116,29.87,30.056,29.998,29.985,30.011,29.997,29.999,30.002
208.02,30.07,30.159,29.869,30.045,30.007,29.982,30.01,29.998,29.998,30.002
208.52,29.968,30.194,29.874,30.031,30.015,29.981,30.009,29.999,29.998,30.002
209.02,29.869,30.219,29.886,30.016,30.022,29.98,30.007,30.001,29.997,30.002
209.52,29.779,30.233,29.902,30,30.028,29.981,30.005,30.002,29.997,30.001
210.03,29.703,30.233,29.924,29.985,30.032,29.982,30.003,30.003,29.997,30.001
210.53,29.645,30.22,29.95,29.971,30.034,29.985,30.001,30.004,29.997,30.001
211.03,29.609,30.194,29.979,29.959,30.035,29.988,29.998,30.005,29.997,30.001
211.53,29.597,30.157,30.008,29.949,30.033,29.992,29.996,30.005,29.998,30
212.03,29.61,30.11,30.036,29.943,30.029,29.996,29.994,30.005,29.998,30
212.53,29.647,30.057,30.062,29.94,30.023,30.001,29.993,30.005,29.999,29.999
