-99.914,214.99,20.159,-1.4424,0.68947,20.45,0.43749,-16.129
-99.354,204.47,20.818,-1.5254,1.0401,15.79,1.1234,-14.735
-98.98,194.81,21.385,-1.6312,0.64068,14.873,-1.076,-14.331
-102.16,185.85,21.7,-1.9998,0.37182,14.648,-7.9965,-12.64
-107.62,177.56,21.898,-1.9646,0.20629,14.472,-7.4587,-12.847
-111.78,168.69,21.954,-1.8321,-0.024614,15.336,-5.104,-13.92
-114.12,159.16,21.887,-1.6701,-0.15481,16.327,-2.0117,-14.786
-114.81,149.25,21.779,-1.5934,-0.15284,16.867,-0.46485,-15.061
-114.98,139.27,21.699,-1.5765,-0.085534,16.932,-0.11672,-15.08
-115.02,129.29,21.663,-1.5722,-0.028834,16.83,-0.029579,-15.049
-115.03,119.34,21.655,-1.5712,-0.00059546,16.729,-0.0075464,-15.019
-115.03,109.41,21.658,-1.5709,0.0072757,16.674,-0.0019486,-15.002
-115.03,99.477,21.663,-1.5708,0.0061206,16.656,-0.00052156,-14.997
-115.03,89.55,21.666,-1.5708,0.0030523,16.656,-0.00015722,-14.997
-115.03,79.621,21.667,-1.5708,0.00084987,16.661,-6.4171e-05,-14.998
-115.03,69.692,21.667,-1.5708,-0.00012704,16.665,-4.0423e-05,-14.999
-115.03,59.762,21.667,-1.5708,-0.00033332,16.667,-3.4374e-05,-15
-115.03,49.832,21.667,-1.5708,-0.00023882,16.667,-3.2846e-05,-15
-115.03,39.902,21.667,-1.5708,-0.00010576,16.667,-3.2471e-05,-15
-115.03,29.972,21.667,-1.5708,-2.2236e-05,16.667,-3.2391e-05,-15
-115.04,20.042,21.667,-1.5728,-3.2226e-05,16.667,-0.039211,-15.001
-115.03,10.11,21.667,-1.5565,-0.00021673,16.669,0.26863,-14.998
-114.26,0.21393,21.668,-1.4597,0.0071734,16.626,2.1835,-14.864
-112.14,-9.5137,21.681,-1.3581,0.033586,16.434,4.1772,-14.488
-108.73,-18.906,21.716,-1.257,0.076143,16.045,6.0873,-13.855
-104.08,-27.795,21.784,-1.1544,0.12707,15.457,7.9145,-12.971
-98.257,-36.017,21.886,-1.0501,0.18091,14.68,9.6268,-11.847
-91.348,-43.418,22.024,-0.94358,0.23536,13.72,11.194,-10.496
-83.46,-49.852,22.198,-0.83449,0.29002,12.579,12.584,-8.9313
-74.72,-55.184,22.408,-0.72238,0.34508,11.254,13.765,-7.1734
-65.277,-59.294,22.656,-0.60685,0.40065,9.7433,14.705,-5.2471
-55.303,-62.081,22.94,-0.48748,0.4564,8.0475,15.371,-3.185
-44.988,-63.468,23.26,-0.36389,0.51154,6.1708,15.736,-1.0274
-34.537,-63.409,23.617,-0.23568,0.56485,4.1233,15.78,1.1775
-24.169,-61.889,24.008,-0.10249,0.61468,1.9217,15.491,3.3746
-14.105,-58.934,24.43,0.036064,0.65895,-0.40876,14.869,5.5046
-4.5618,-54.608,24.879,0.18037,0.69514,-2.8331,13.926,7.5074
4.2574,-49.016,25.348,0.33083,0.72032,-5.3054,12.691,9.3259
12.173,-42.295,25.83,0.48777,0.73112,-7.767,11.207,10.911
19.04,-34.617,26.312,0.65082,0.72246,-10.137,9.5352,12.226
24.684,-26.112,26.786,0.85299,0.71485,-12.467,7.4321,13.447
28.743,-16.874,27.263,1.0944,0.71974,-14.879,4.8665,14.339
31.214,-7.2657,27.714,1.2928,0.622,-16.663,2.7687,14.613
32.579,2.4314,28.059,1.4188,0.41352,-17.362,1.4958,14.679
33.311,12.178,28.26,1.49,0.20282,-17.316,0.79906,14.773
33.701,21.995,28.343,1.5285,0.063423,-17.034,0.42194,14.881
33.905,31.875,28.36,1.549,-0.00044516,-16.798,0.21972,14.958
34.011,41.792,28.352,1.5596,-0.01684,-16.677,0.1131,14.996
34.065,51.724,28.341,1.5651,-0.013495,-16.64,0.057707,15.008
34.093,61.66,28.335,1.5679,-0.0064644,-16.642,0.029177,15.007
34.107,71.593,28.332,1.5694,-0.0016444,-16.654,0.014536,15.004
34.114,81.525,28.332,1.5701,0.00039917,-16.663,0.0070274,15.001
34.117,91.455,28.333,1.5705,0.00077127,-16.667,0.0031762,15
34.118,101.38,28.333,1.5707,0.00052441,-16.668,0.0012,15
34.118,111.31,28.333,1.5714,0.00022808,-16.668,-0.0051179,15
34.089,121.25,28.334,1.5742,0.0013257,-16.675,-0.039288,15.006
34.456,131.15,28.332,1.4206,-0.01472,-16.589,1.4666,14.88
35.78,140.99,28.309,1.3853,-0.04365,-16.328,1.883,14.928
36.35,150.93,28.294,1.5995,0.0029371,-16.482,-0.25172,15.045
35.414,160.81,28.298,1.8281,-0.011802,-16.438,-2.5284,14.746
32.994,170.4,28.25,2.0504,-0.1495,-15.522,-4.7427,14.192
29.117,179.54,28.084,2.2638,-0.35385,-13.683,-6.9347,13.403
23.801,188.07,27.78,2.4669,-0.55554,-11.164,-9.0769,12.304
17.109,195.74,27.356,2.66,-0.7127,-8.2638,-11.08,10.831
9.1683,202.31,26.848,2.8612,-0.81318,-5.219,-12.832,8.9773
0.18165,207.53,26.29,3.086,-0.86208,-2.1868,-14.231,6.7923
-9.5917,211.22,25.715,-1.5958,-0.86996,0.73148,-15.206,4.3631
-19.856,213.25,25.145,-3.1195,-0.84685,3.4672,-15.716,1.7947
-30.299,213.56,24.599,-2.7863,-0.80103,5.9731,-15.756,-0.80624
-40.615,212.17,24.089,-2.6414,-0.73939,8.2203,-15.344,-3.343
-50.518,209.15,23.623,-2.5029,-0.66784,10.196,-14.521,-5.7362
