85,2,2,2,2
86,2,2,2,2
87,2,2,2,2
88,2,2,2,2
89,2,2,2,2
90,2,2,2,2
91,10,10,10,10
92,10,10,10,10
93,10,10,10,10
94,10,10,10,10
95,10,10,10,10
96,10,10,10,10
97,2,2,2,2
98,2,2,2,2
99,2,2,2,2
100,2,2,2,2
101,2,2,2,2
102,2,2,2,2
103,4.0916,10,10,10
104,10,10,10,10
105,10,10,10,10
106,10,10,10,10
107,10,10,10,10
108,10,10,10,10
109,10,10,10,10
110,2,2,2,2
111,2,2,2,2
112,2,2,2,2
113,2,2,2,2
114,2,2,2,2
115,2,2,2,2
116,10,10,10,10
117,10,10,10,10
118,10,10,10,10
119,10,10,10,10
120,10,10,10,10
121,10,10,10,10
122,10,10,10,10
123,2,2,2,2
124,2,2,2,2
125,2,2,2,2
126,2,2,2,2
127,2,2,2,2
128,9.7562,10,10,10
129,10,10,10,10
130,10,10,10,10
131,10,10,10,10
132,10,10,10,10
133,10,10,10,10
134,10,10,10,10
135,10,10,10,10
136,2,2,2,2
137,2,2,2,2
138,2,2,2,2
139,2,2,2,2
140,2,2,2,2
141,2,2,2,2
142,10,10,10,10
143,10,10,10,10
144,10,10,10,10
145,10,10,10,10
146,10,10,10,10
147,10,10,10,10
148,10,10,10,10
149,2,2,2,2
150,2,2,2,2
151,2,2,2,2
152,2,2,2,2
153,2,2,2,2
154,2,2,2,2
155,10,10,10,10
156,10,10,10,10
157,10,10,10,10
158,10,10,10,10
159,10,10,10,10
160,10,10,10,10
161,10,10,10,10
162,10,10,4.5082,10
163,2,2,2,2
164,2,2,2,2
165,2,2,2,2
166,2,2,2,2
167,8.7907,8.1736,10,10
168,10,10,10,10
169,10,10,10,10
170,10,10,10,10
171,10,10,10,10
172,10,10,10,10
173,10,10,10,10
174,10,10,10,10
175,10,10,10,10
176,2,2,2,2
177,2,2,2,2
178,2,2,2,2
179,2,2,2,2
180,10,8.6051,10,10
181,10,10,10,10
182,10,10,10,10
183,10,10,10,10
184,10,10,10,10
185,10,10,10,10
186,10,10,10,10
187,10,10,10,10
188,10,10,6.737,10
189,2,2,2,2
190,2,2,2,2
191,2,2,2,2
192,2,2,2,2
193,2,2,2,2
194,6.9071,8.5168,10,10
195,10,10,10,10
196,10,10,10,10
197,10,10,10,10
198,10,10,10,10
199,10,10,10,10
200,10,10,10,10
201,10,10,8.5855,10
202,2,2,2,2
203,2,2,2,2
204,2,2,2,2
205,2,2,2,2
206,2,2,2,2
207,7.4155,8.8642,10,10
208,10,10,10,10
209,10,10,10,10
210,10,10,10,10
211,10,10,10,10
212,10,10,10,10
213,10,10,10,10
214,10,10,10,10
215,10,10,9.5431,10
216,10,9.187,2.9985,10
217,2,2,2,2
218,10,6.4585,4.4904,10
219,10,10,10,10
220,10,10,10,10
221,10,10,10,10
222,10,10,10,10
223,10,10,10,10
224,10,10,10,10
225,10,10,10,10
226,10,10,10,10
227,10,10,10,10
228,10,10,10,10
229,10,10,3.1432,10
230,2,2,2,2
231,2,2,2,2
232,10,5.8806,5.1394,10
233,10,10,10,10
234,10,10,10,10
235,10,10,10,10
236,10,10,10,10
237,10,10,10,10
238,10,10,10,10
239,10,10,10,10
240,10,10,10,10
241,10,9.0727,3.6769,10
242,2,2,2,2
243,2,2,2,2
244,2,2,2,2
245,2,2,2,2
246,5.9735,5.5724,8.0736,10
247,10,10,10,10
248,10,10,10,10
249,10,10,10,10
250,10,10,10,10
251,10,10,10,10
252,10,10,10,10
253,10,10,10,10
254,10,10,6.3106,10
255,2,2,2,2
256,2,2,2,2
257,2,2,2,2
258,6.7325,5.0634,6.0922,10
259,9.8753,10,10,10
260,10,10,10,10
261,10,10,10,10
262,10,10,10,10
263,10,10,10,10
264,10,10,10,10
265,10,10,10,10
266,10,10,10,10
267,10,10,10,10
268,10,10,10,10
269,10,10,8.2216,10
270,10,10,8.3424,10
271,10,10,10,10
272,10,10,10,10
273,10,10,10,10
274,10,10,10,10
275,10,10,10,10
276,10,10,10,10
277,10,10,10,10
278,10,10,10,10
279,10,10,10,10
280,10,10,10,10
281,10,10,5.4128,10
282,2,2,2,2
283,2,2,2,2
284,6.7251,3.4091,2.2215,10
285,7.2853,5.7033,6.3438,10
286,9.1845,9.4656,10,10
287,10,10,10,10
288,10,10,10,10
289,10,10,10,10
290,10,10,10,10
291,10,10,10,10
292,10,10,10,10
293,10,10,7.6705,10
294,9.1604,6.4678,3.2029,10
295,2,2,2,2
296,2,2,2,2
297,2,2,2,2
298,5.6363,4.6485,5.4608,10
299,7.665,8.1672,10,10
300,10,10,10,10
301,10,10,10,10
302,10,10,10,10
303,10,10,10,10
304,10,10,10,10
305,10,10,10,10
306,10,10,10,10
307,10,10,10,10
308,10,10,8.5732,10
309,10,9.7096,8.9025,10
310,10,10,10,10
311,10,10,10,10
312,10,10,10,10
313,10,10,10,10
314,10,10,10,10
315,10,10,10,10
316,10,10,10,10
317,10,10,10,10
318,10,10,10,10
319,10,10,10,10
320,10,10,10,10
321,10,10,10,10
322,10,10,10,10
323,10,10,10,10
324,10,10,10,10
325,10,10,10,10
326,10,10,10,10
327,10,10,10,10
328,10,10,10,10
329,10,10,10,10
330,10,10,10,10
331,10,10,10,10
332,10,10,9.2629,10
333,10,8.2207,5.6089,10
334,8.0008,5.4268,2.9712,10
335,2,2,2,2
336,5.2843,3.2513,2.2583,10
337,5.3152,4.1171,4.1454,10
338,6.2245,6.0402,7.0116,10
339,7.7454,8.5422,10,10
340,9.4942,10,10,10
341,10,10,10,10
342,10,10,10,10
343,10,10,10,10
344,10,10,10,10
345,2,2,2,2
346,8.4603,7.1756,5.3335,10
347,6.7919,5.0029,3.1722,10
348,5.5483,3.6756,2.2978,10
349,5.0028,3.5002,2.9349,10
350,5.3098,4.5672,5.0147,10
351,6.527,6.7783,8.2234,10
352,8.4577,9.7317,10,10
353,10,10,10,10
354,10,10,10,10
355,10,10,10,10
356,10,10,10,10
357,10,10,10,10
358,10,10,10,10
359,10,10,10,10
360,10,10,10,10
361,10,10,10,10
362,10,10,10,10
363,10,10,10,10
364,10,10,10,10
365,10,10,10,10
366,10,10,10,10
367,10,10,10,10
368,10,10,10,10
369,10,10,10,10
370,10,10,10,10
371,10,10,10,10
372,10,10,10,10
373,10,10,10,10
374,10,10,9.9936,10
375,10,10,8.7569,10
376,10,9.8414,8.2501,10
377,10,9.4254,8.5936,10
378,10,9.7235,9.6008,10
379,10,10,10,10
380,10,10,10,10
381,10,10,10,10
382,10,10,10,10
383,2,2,2,2
384,8.7928,8.4735,7.5183,10
385,2,2,2,2
386,6.0551,4.8253,3.432,10
387,4.9351,3.5419,2.3243,10
388,4.2884,3.0062,2.2002,10
389,4.2847,3.356,3.09,10
390,4.7503,4.3466,4.6497,10
391,5.5698,5.7507,6.5295,10
392,6.5859,7.281,8.3362,10
393,2,2,2,2
394,8.321,9.4299,10,10
395,2,2,2,2
396,8.4798,9.0536,9.0499,10
397,2,2,2,2
398,7.0869,6.8002,6.2012,10
399,2,2,2,2
400,5.9766,5.4074,5.1254,10
401,6.0938,5.7507,5.9548,10
402,6.8095,6.913,7.713,10
403,8.1023,8.786,10,10
404,9.8547,10,10,10
405,10,10,10,10
406,10,10,10,10
407,10,10,10,10
