85,26.756,28.614,35.085,36.757,38.452
86,32.268,33.796,35.421,37.161,38.809
87,32.555,34.255,35.953,37.644,39.115
88,33.145,34.938,36.593,38.1,39.268
89,33.895,35.661,37.135,38.336,39.113
90,34.021,36.301,37.473,38.28,38.63
91,35.294,36.814,37.599,37.974,37.913
92,36.01,37.198,37.56,37.514,37.105
93,36.093,37.469,37.423,37.018,36.361
94,36.533,37.66,37.267,36.603,35.819
95,35.52,37.811,37.168,36.367,35.584
96,37.257,37.956,37.185,36.376,35.708
97,37.494,38.122,37.347,36.647,36.185
98,38.404,38.315,37.65,37.153,36.95
99,38.514,38.537,38.072,37.837,37.907
100,38.535,38.738,38.525,38.57,38.889
101,38.506,38.933,38.992,39.296,39.806
102,37.724,39.163,39.472,39.975,40.583
103,37.617,39.384,39.882,40.491,41.089
104,36.21,39.549,40.145,40.753,41.232
105,37.79,39.629,40.217,40.713,40.98
106,38.48,39.613,40.087,40.374,40.358
107,38.478,39.501,39.767,39.772,39.437
108,37.778,39.307,39.296,38.978,38.322
109,37.634,39.053,38.728,38.082,37.136
110,38.748,38.74,38.096,37.151,35.979
111,38.646,38.34,37.406,36.226,34.916
112,38.459,37.881,36.72,35.395,34.05
113,38.192,37.401,36.101,34.733,33.453
114,37.845,36.92,35.582,34.274,33.146
115,37.417,36.447,35.169,34.011,33.101
116,36.016,35.979,34.849,33.91,33.256
117,36.095,35.51,34.593,33.915,33.524
118,35.453,35.03,34.365,33.958,33.813
119,34.759,34.534,34.132,33.978,34.034
120,34.041,34.027,33.869,33.926,34.123
121,33.342,33.528,33.572,33.779,34.048
122,32.64,32.985,33.169,33.456,33.735
123,32.043,32.512,32.777,33.081,33.314
124,31.92,32.509,32.805,33.049,33.156
125,31.999,32.629,32.866,32.979,32.916
126,32.058,32.625,32.728,32.674,32.455
127,32.072,32.508,32.446,32.236,31.914
128,32.069,32.354,32.141,31.824,31.478
129,32.065,32.218,31.905,31.557,31.275
130,32.064,32.132,31.794,31.504,31.374
131,32.063,32.12,31.845,31.699,31.781
132,32.063,32.184,32.046,32.102,32.425
133,32.118,32.374,32.442,32.755,33.355
134,31.633,32.521,32.836,33.434,34.316
135,31.819,33.01,33.616,34.494,35.605
136,33.019,33.862,34.75,35.854,37.097
137,33.755,34.876,35.983,37.222,38.489
138,34.554,35.882,37.115,38.383,39.568
139,35.343,36.787,38.04,39.234,40.25
140,36.08,37.542,38.714,39.744,40.526
141,35.752,38.126,39.131,39.93,40.442
142,36.37,38.539,39.314,39.843,40.079
143,37.472,38.8,39.309,39.559,39.539
144,37.825,38.936,39.172,39.163,38.93
145,38.09,38.977,38.961,38.734,38.35
146,37.511,38.951,38.725,38.342,37.877
147,37.613,38.89,38.515,38.046,37.571
148,37.641,38.792,38.334,37.851,37.433
149,38.391,38.688,38.22,37.793,37.485
150,38.371,38.668,38.259,37.939,37.77
151,38.365,38.725,38.423,38.241,38.214
152,38.363,38.827,38.66,38.621,38.719
153,38.361,38.95,38.922,39.012,39.2
154,38.357,39.075,39.17,39.353,39.582
155,38.355,39.183,39.366,39.594,39.809
156,38.352,39.259,39.483,39.699,39.84
157,38.349,39.291,39.5,39.645,39.66
158,38.33,39.252,39.387,39.408,39.254
159,38.243,39.077,39.085,38.94,38.598
160,37.299,38.765,38.607,38.274,37.745
161,36.989,38.337,37.994,37.472,36.776
162,36.616,37.812,37.284,36.593,35.766
163,36.283,37.206,36.513,35.689,34.781
164,35.848,36.536,35.713,34.805,33.875
165,35.333,35.82,34.917,33.984,33.092
166,33.4,35.079,34.153,33.257,32.462
167,34.155,34.341,33.452,32.652,32.001
168,33.54,33.636,32.842,32.187,31.718
169,33.36,33.004,32.355,31.881,31.611
170,32.67,32.427,31.954,31.68,31.611
171,32.049,31.962,31.69,31.622,31.742
172,31.89,32.035,31.983,32.094,32.334
173,31.963,32.327,32.45,32.68,32.973
174,32.025,32.541,32.773,33.062,33.363
175,32.041,32.645,32.927,33.231,33.515
176,32.039,32.682,32.976,33.266,33.523
177,32.035,32.685,32.964,33.229,33.459
178,32.034,32.669,32.922,33.161,33.376
179,32.033,32.645,32.873,33.096,33.318
180,32.032,32.623,32.837,33.066,33.32
181,32.091,32.681,32.904,33.164,33.472
182,32.051,32.638,32.888,33.204,33.599
183,32.249,32.899,33.218,33.615,34.096
184,32.235,33.536,33.947,34.421,34.959
185,32.966,34.375,34.866,35.392,35.95
186,33.638,35.26,35.801,36.348,36.896
187,34.35,36.105,36.664,37.203,37.718
188,35.004,36.869,37.416,37.924,38.388
189,35.578,37.527,38.039,38.5,38.905
190,36.06,38.072,38.533,38.937,39.28
191,36.541,38.505,38.907,39.251,39.533
192,37.667,38.835,39.176,39.46,39.684
193,37.924,39.072,39.352,39.579,39.75
194,38.1,39.222,39.444,39.619,39.743
195,38.208,39.296,39.466,39.594,39.676
196,38.245,39.289,39.41,39.497,39.543
197,38.217,39.21,39.289,39.341,39.358
198,38.196,39.155,39.202,39.224,39.211
199,38.188,39.125,39.143,39.133,39.086
200,38.184,39.101,39.089,39.043,38.956
201,38.181,39.075,39.028,38.941,38.81
202,38.175,39.043,38.957,38.825,38.645
203,38.172,39.007,38.878,38.697,38.466
204,38.167,38.968,38.79,38.558,38.275
205,38.162,38.925,38.698,38.411,38.074
206,37.255,38.863,38.582,38.241,37.849
207,37.181,38.717,38.38,37.985,37.545
208,36.936,38.478,38.086,37.643,37.164
209,36.732,38.158,37.718,37.237,36.729
210,36.463,37.763,37.283,36.774,36.25
211,36.124,37.293,36.784,36.259,35.728
212,35.711,36.749,36.222,35.691,35.165
213,35.306,36.134,35.6,35.076,34.566
214,34.741,35.46,34.93,34.423,33.942
215,34.75,34.744,34.23,33.753,33.313
216,34.048,34.015,33.53,33.096,32.708
217,33.354,33.317,32.874,32.493,32.168
218,32.674,32.65,32.259,31.94,31.689
219,32.038,32.047,31.722,31.478,31.311
220,31.854,31.973,31.741,31.569,31.456
221,31.921,32.15,31.994,31.869,31.782
222,31.985,32.28,32.165,32.069,32.008
223,32.003,32.329,32.238,32.172,32.152
224,32.001,32.346,32.283,32.261,32.308
225,31.997,32.368,32.349,32.393,32.531
226,31.995,32.408,32.454,32.591,32.841
227,31.995,32.469,32.605,32.855,33.234
228,31.994,32.552,32.799,33.178,33.692
229,31.496,32.722,33.098,33.613,34.252
230,31.455,32.784,33.286,33.933,34.693
231,31.578,33.109,33.751,34.518,35.359
232,32.898,33.791,34.56,35.401,36.255
233,33.613,34.652,35.496,36.348,37.145
234,34.401,35.528,36.381,37.177,37.862
235,34.088,36.334,37.128,37.815,38.353
236,33.221,37.031,37.714,38.254,38.63
237,35.407,37.603,38.139,38.518,38.737
238,36.71,38.052,38.428,38.649,38.732
239,37.124,38.393,38.613,38.698,38.679
240,37.446,38.644,38.73,38.711,38.629
241,37.684,38.823,38.808,38.724,38.62
242,37.848,38.945,38.867,38.76,38.669
243,37.947,39.021,38.92,38.825,38.777
244,37.983,39.051,38.961,38.908,38.918
245,37.955,39.029,38.978,38.987,39.064
246,37.933,39.047,39.058,39.133,39.266
247,37.922,39.101,39.177,39.309,39.471
248,37.916,39.161,39.291,39.454,39.614
249,37.911,39.209,39.368,39.53,39.651
250,37.904,39.233,39.389,39.514,39.563
251,37.898,39.227,39.346,39.399,39.346
252,37.891,39.19,39.238,39.189,39.011
253,37.885,39.124,39.071,38.897,38.583
254,36.764,39.016,38.841,38.528,38.077
255,36.613,38.812,38.499,38.048,37.473
256,36.57,38.505,38.054,37.48,36.81
257,37.976,38.115,37.544,36.872,36.141
258,37.683,37.66,36.993,36.259,35.505
259,35.798,37.146,36.418,35.66,34.922
260,35.392,36.579,35.828,35.085,34.399
261,33.392,35.966,35.229,34.538,33.932
262,34.475,35.316,34.629,34.02,33.517
263,34.691,34.645,34.036,33.533,33.147
264,34.007,33.975,33.468,33.084,32.819
265,33.323,33.34,32.95,32.689,32.539
266,32.657,32.744,32.473,32.328,32.282
267,32.012,32.182,32.028,31.991,32.037
268,31.808,32.128,32.097,32.142,32.225
269,31.869,32.327,32.381,32.457,32.526
270,31.935,32.466,32.545,32.61,32.646
271,31.954,32.5,32.563,32.6,32.609
272,31.953,32.48,32.514,32.525,32.529
273,31.948,32.449,32.458,32.464,32.493
274,31.946,32.427,32.432,32.462,32.552
275,31.945,32.425,32.455,32.546,32.731
276,31.944,32.451,32.541,32.726,33.035
277,32.001,32.576,32.763,33.072,33.52
278,31.335,32.611,32.913,33.365,33.967
279,30.113,32.91,33.363,33.967,34.703
280,32.841,33.59,34.204,34.934,35.745
281,33.544,34.477,35.217,36.02,36.84
282,34.322,35.399,36.209,37.023,37.791
283,35.092,36.263,37.078,37.844,38.513
284,35.807,37.02,37.783,38.453,38.991
285,36.435,37.649,38.313,38.855,39.247
286,35.423,38.145,38.679,39.077,39.325
287,36.843,38.516,38.907,39.161,39.28
288,37.135,38.781,39.029,39.152,39.166
289,37.351,38.955,39.076,39.092,39.032
290,37.498,39.056,39.072,39.013,38.911
291,37.585,39.096,39.038,38.936,38.825
292,37.619,39.087,38.986,38.873,38.778
293,37.593,39.016,38.905,38.809,38.753
294,37.569,38.988,38.896,38.838,38.827
295,37.556,39.005,38.951,38.936,38.961
296,37.545,39.042,39.031,39.053,39.098
297,37.538,39.081,39.105,39.149,39.193
298,37.529,39.113,39.156,39.2,39.211
299,37.52,39.129,39.171,39.187,39.149
300,37.51,39.125,39.14,39.103,38.986
301,37.5,39.098,39.06,38.944,38.729
302,36.29,39.036,38.92,38.705,38.376
303,34.295,38.876,38.659,38.332,37.89
304,36.21,38.605,38.276,37.836,37.294
305,37.692,38.241,37.8,37.259,36.635
306,37.448,37.797,37.255,36.632,35.952
307,37.123,37.28,36.658,35.978,35.274
308,36.717,36.699,36.021,35.315,34.618
309,34.66,36.06,35.356,34.658,33.999
310,29.262,35.377,34.679,34.02,33.429
311,33.669,34.668,34.008,33.418,32.919
312,33.163,33.961,33.369,32.871,32.482
313,33.265,33.294,32.794,32.407,32.136
314,32.616,32.681,32.288,32.02,31.868
315,31.971,32.094,31.819,31.674,31.643
316,31.748,32.019,31.884,31.849,31.892
317,31.802,32.231,32.209,32.242,32.311
318,31.869,32.399,32.439,32.502,32.576
319,31.889,32.468,32.531,32.604,32.683
320,31.888,32.484,32.554,32.634,32.73
321,31.883,32.486,32.563,32.661,32.794
322,31.88,32.491,32.586,32.721,32.913
323,31.879,32.508,32.64,32.834,33.108
324,31.877,32.543,32.733,33.009,33.385
325,31.294,32.664,32.939,33.316,33.8
326,31.183,32.688,33.055,33.546,34.15
327,31.253,32.947,33.435,34.044,34.751
328,32.774,33.585,34.201,34.904,35.661
329,33.46,34.436,35.148,35.898,36.644
330,34.221,35.33,36.086,36.826,37.51
331,34.969,36.172,36.915,37.596,38.181
332,35.653,36.917,37.597,38.182,38.326
333,35.554,37.542,38.124,38.367,38.297
334,35.978,38.043,38.409,38.339,38.269
335,36.21,38.429,38.381,38.311,38.241
336,36.891,38.09,38.355,38.285,38.215
337,37.089,38.291,38.328,38.258,38.189
338,32.149,38.381,38.14,38.09,37.99
339,32.578,34.112,38.283,38.213,38.143
340,22.136,38.357,35.912,35.871,35.845
341,33.75,34.077,38.231,38.161,38.091
342,22.845,38.299,36.147,36.144,36.161
343,33.721,34.072,38.178,38.108,38.039
344,21.35,38.267,35.468,35.51,35.548
345,33.72,34.126,38.125,38.056,37.986
346,36.853,37.889,38.092,38.022,37.953
347,36.286,37.883,38.066,37.996,37.927
348,36.831,37.858,38.039,37.97,37.9
349,36.831,37.812,38.013,37.943,37.874
350,35.967,37.737,37.987,37.917,37.847
351,27.258,38.062,35.586,35.257,34.834
352,33.471,33.556,37.941,37.678,37.106
353,28.754,38.021,34.372,33.84,33.245
354,32.917,32.776,37.206,36.572,35.907
355,36.745,37.282,36.651,35.984,35.313
356,36.428,36.724,36.059,35.387,34.739
357,34.355,36.109,35.438,34.789,34.189
358,33.73,35.447,34.798,34.198,33.667
359,33.383,34.755,34.152,33.623,33.18
360,32.94,34.056,33.523,33.082,32.736
361,33.172,33.389,32.942,32.6,32.356
362,32.551,32.773,32.424,32.183,32.038
363,31.91,32.158,31.909,31.772,31.727
364,31.667,32.039,31.909,31.863,31.877
365,31.713,32.228,32.194,32.199,32.225
366,31.78,32.385,32.396,32.416,32.437
367,31.801,32.441,32.462,32.481,32.503
368,31.8,32.445,32.463,32.486,32.527
369,31.794,32.438,32.46,32.502,32.588
370,31.791,32.44,32.482,32.568,32.726
371,31.788,32.46,32.546,32.704,32.96
372,31.786,32.502,32.659,32.916,33.291
373,31.03,32.632,32.888,33.264,33.765
374,30.902,32.675,33.041,33.547,34.182
375,32.237,32.927,33.429,34.069,34.818
376,32.687,33.561,34.206,34.952,35.758
377,33.347,34.417,35.171,35.971,36.767
378,33.479,35.32,36.125,36.916,37.15
379,34.164,36.17,36.963,37.187,37.119
380,34.73,36.918,37.226,37.158,37.091
381,34.752,36.919,37.199,37.132,37.064
382,34.691,36.791,37.173,37.105,37.038
383,35.792,37.17,37.146,37.078,37.01
384,35.632,36.822,37.12,37.052,36.984
385,35.278,37.014,37.093,37.025,36.957
386,32.041,37.134,36.76,36.694,36.624
387,33.184,34.073,37.045,36.978,36.91
388,24.479,37.109,36.215,36.146,36.096
389,33.22,34.042,36.993,36.925,36.858
390,30.187,37.052,35.793,35.774,35.71
391,27.233,34.048,36.94,36.873,36.805
392,19.561,37.024,35.359,35.395,35.436
393,32.295,34.127,36.887,36.82,36.753
394,35.85,36.653,36.857,36.789,36.722
395,35.047,36.659,36.83,36.763,36.696
396,35.037,36.642,36.804,36.736,36.669
397,35.589,36.601,36.777,36.71,36.643
398,35.583,36.528,36.751,36.684,36.616
399,25.787,36.83,35.091,34.804,34.415
400,32.849,33.597,36.703,36.636,36.568
401,27.218,36.788,34.072,33.55,32.949
402,32.342,32.803,36.652,36.574,35.88
403,31.203,36.677,36.618,35.957,35.252
404,27.642,36.675,34.527,33.868,33.315
405,31.47,31.12,35.416,34.729,34.096
406,35.203,35.458,34.773,34.137,33.58
407,31.072,34.766,34.131,33.573,33.111
408,32.514,34.071,33.511,33.051,32.697
409,33.007,33.407,32.943,32.592,32.351
410,32.428,32.803,32.446,32.208,32.076
411,31.809,32.184,31.936,31.812,31.788
412,31.549,32.042,31.924,31.899,31.942
413,31.585,32.234,32.221,32.254,32.311
414,31.65,32.402,32.442,32.492,32.541
415,31.672,32.467,32.517,32.565,32.606
416,31.669,32.472,32.517,32.56,32.611
417,31.663,32.462,32.503,32.555,32.639
418,31.659,32.457,32.508,32.593,32.736
419,31.655,32.467,32.551,32.696,32.927
420,31.652,32.499,32.642,32.874,33.216
421,30.778,32.613,32.845,33.189,33.653
422,30.695,32.654,32.989,33.457,34.055
423,32.15,32.877,33.343,33.945,34.661
424,32.567,33.489,34.097,34.811,35.594
425,32.59,34.337,35.059,35.836,35.917
426,32.947,35.243,36.018,35.952,35.887
427,31.043,36.064,35.725,35.695,35.803
428,30.369,31.865,35.971,35.906,35.841
429,33.403,35.632,35.938,35.872,35.807
430,34.156,35.52,35.911,35.846,35.781
431,33.954,35.913,35.884,35.819,35.753
432,33.793,35.576,35.858,35.793,35.727
433,34.005,35.776,35.831,35.766,35.7
434,31.595,35.876,35.432,35.353,35.289
435,32.903,34.091,35.781,35.716,35.651
436,27.695,35.852,35.199,35.135,35.077
437,32.951,34.055,35.729,35.663,35.598
438,30.669,35.792,35.234,35.171,35.114
439,32.912,34.042,35.676,35.611,35.546
440,18.408,35.76,34.881,34.886,34.895
441,32.88,34.11,35.623,35.558,35.493
442,33.68,35.383,35.595,35.53,35.465
443,33.641,35.39,35.568,35.503,35.438
444,33.711,35.376,35.542,35.477,35.412
445,33.763,35.339,35.516,35.451,35.386
446,33.769,35.275,35.489,35.424,35.359
447,24.354,35.572,34.527,34.287,33.96
448,32.546,33.619,35.439,35.374,35.309
449,33.685,35.146,35.41,35.345,35.28
450,33.701,35.346,35.383,35.318,35.253
451,28.817,35.432,35.23,35.168,34.963
452,31.419,31.791,35.337,35.271,34.752
453,20.832,35.406,32.41,31.799,31.216
454,30.83,30.511,34.835,34.201,33.636
455,34.206,34.817,34.182,33.617,33.141
456,30.399,34.116,33.548,33.074,32.7
457,31.728,33.443,32.964,32.594,32.329
458,32.217,32.834,32.458,32.197,32.04
459,31.641,32.199,31.928,31.779,31.733
460,31.373,32.021,31.879,31.832,31.858
461,31.396,32.205,32.171,32.187,32.234
462,31.457,32.38,32.404,32.444,32.489
463,31.477,32.453,32.494,32.537,32.58
464,31.474,32.464,32.506,32.549,32.606
465,31.465,32.459,32.501,32.559,32.651
466,31.459,32.459,32.515,32.608,32.762
467,31.454,32.473,32.564,32.719,32.96
468,30.434,32.507,32.659,32.902,33.252
469,30.395,32.616,32.858,33.21,33.679
470,31.937,32.666,33.009,33.483,34.081
471,32.013,32.866,33.335,33.939,34.654
472,30.512,33.454,34.064,34.747,34.685
473,32.291,34.29,34.781,34.719,34.656
474,26.491,34.897,32.061,32.734,33.307
475,29.922,31.052,34.735,34.672,34.609
476,27.845,34.799,33.782,34.05,34.216
477,30.815,32.462,34.679,34.616,34.553
478,28.851,34.74,34.06,34.221,34.308
479,31.689,33.38,34.625,34.561,34.498
480,33.172,34.299,34.596,34.533,34.47
481,33.401,34.505,34.569,34.506,34.443
482,-77771,34.612,34.523,34.461,34.398
483,33.206,34.085,34.517,34.454,34.391
484,29.743,34.591,34.34,34.277,34.225
485,33.266,34.062,34.464,34.401,34.339
486,28.833,34.532,34.29,34.253,34.214
487,32.567,34.049,34.412,34.349,34.286
488,26.832,34.5,34.246,34.247,34.25
489,30.622,34.118,34.176,34.244,34.247
490,10.04,34.141,34.207,34.259,34.22
491,32.556,34.146,34.306,34.244,34.181
492,32.539,34.13,34.28,34.217,34.155
493,32.495,34.092,34.254,34.191,34.128
494,32.342,34.027,34.227,34.165,34.102
495,27.023,34.314,33.94,33.717,33.428
496,32.344,33.629,34.175,34.112,34.049
497,33.164,33.91,34.148,34.085,34.022
498,32.379,34.114,34.121,34.058,33.995
499,28.348,34.176,33.152,33.018,32.763
500,31.182,31.821,34.072,34.01,33.947
501,18.538,34.151,31.811,31.217,30.646
502,30.221,30.552,34.022,33.959,33.683
503,19.145,34.09,31.04,30.531,30.095
504,28.135,29.163,33.599,33.128,32.758
505,30.821,33.49,33.014,32.647,32.385
506,31.899,32.88,32.508,32.249,32.093
507,31.375,32.237,31.968,31.82,31.771
508,31.107,32.025,31.881,31.833,31.857
509,31.117,32.197,32.162,32.178,32.222
510,31.172,32.376,32.399,32.437,32.477
511,31.189,32.451,32.49,32.528,32.564
512,31.184,32.462,32.499,32.535,32.582
513,31.174,32.455,32.49,32.538,32.618
514,31.166,32.452,32.499,32.58,32.722
515,31.159,32.464,32.544,32.687,32.915
516,30.023,32.496,32.637,32.867,33.206
517,31.179,32.598,32.827,33.168,33.505
518,30.997,32.659,32.992,33.456,33.478
519,31.095,32.839,33.299,33.512,33.451
520,31.421,33.409,33.545,33.484,33.424
521,28.743,33.586,32.955,32.891,32.835
522,29.041,30.141,33.499,33.438,33.378
523,31.339,33.508,33.466,33.406,33.345
524,29.312,33.525,32.516,33.157,33.395
525,26.082,32.434,33.072,33.402,33.433
526,26.061,32.959,33.404,33.431,33.434
527,27.165,33.364,33.423,33.383,33.395
528,27.048,33.426,33.506,33.417,33.383
529,24.981,33.465,33.443,33.4,33.343
530,25.258,33.474,33.428,33.373,33.311
531,27.508,33.467,33.411,33.348,33.285
532,23.959,33.45,33.382,33.334,33.263
533,24.263,33.421,33.357,33.297,33.244
534,24.494,33.394,33.36,33.281,33.237
535,25.049,33.38,33.322,33.278,33.239
536,25.616,33.364,33.345,33.283,33.244
537,25.319,33.354,33.353,33.274,33.234
538,25.146,33.328,33.337,33.261,33.202
539,23.744,33.303,33.271,33.228,33.169
540,22.996,33.288,33.238,33.183,33.108
541,23.827,33.268,33.222,33.121,33.018
542,22.212,33.231,33.141,33.056,32.938
543,24.236,33.179,33.042,32.957,32.826
544,23.358,33.108,32.99,32.85,32.518
545,23.37,33.017,32.871,32.555,32.155
546,31.306,32.894,32.859,32.799,32.738
547,25.509,32.921,32.261,31.956,31.684
548,31.533,31.855,32.808,32.748,32.687
549,19.94,32.897,31.44,30.884,30.328
550,29.968,30.589,32.758,32.697,32.637
551,17.701,32.837,30.438,29.926,29.483
552,28.833,29.2,32.708,32.648,32.588
553,17.521,32.769,29.982,29.649,29.405
554,27.699,27.913,32.532,32.265,32.102
555,30.986,32.266,31.989,31.834,31.781
556,30.74,32.021,31.87,31.819,31.843
557,30.735,32.185,32.146,32.162,32.211
558,29.312,32.37,32.394,32.435,32.427
