-123,-123,1.5621,5.9917
-80,-123,0.61986,6.1609
-37,-123,-0.36722,6.1811
6,-123,-1.3265,6.0482
49,-123,-2.1951,5.7899
92,-123,-2.9373,5.451
135,-123,-3.5459,5.0762
178,-123,-4.0326,4.6989
221,-123,-4.417,4.3394
-123,-80,1.7948,5.9262
-80,-80,0.68885,6.1536
-37,-80,-0.48625,6.1729
6,-80,-1.6093,5.9792
49,-80,-2.5841,5.627
92,-80,-3.3713,5.1938
135,-80,-3.9796,4.7438
178,-80,-4.44,4.3159
221,-80,-4.7867,3.9279
-123,-37,2.0958,5.8265
-80,-37,0.75351,6.146
-37,-37,-0.70052,6.1522
6,-37,-2.0406,5.8461
49,-37,-3.1191,5.349
92,-37,-3.9167,4.7959
135,-37,-4.4844,4.2698
178,-37,-4.8853,3.8045
221,-37,-5.171,3.4062
-123,6,2.4817,5.6729
-80,6,0.74153,6.1474
-37,6,-1.1799,6.0785
6,6,-2.7735,5.5361
49,6,-3.8745,4.83
92,6,-4.587,4.1594
135,6,-5.0445,3.5907
178,6,-5.3438,3.128
221,6,-5.5454,2.7549
-123,49,2.9176,5.4615
-80,49,0.066149,6.1916
-37,49,-2.9391,5.45
6,49,-4.258,4.4956
49,49,-4.9206,3.7588
92,49,-5.3413,3.1323
135,49,-5.6019,2.6382
178,49,-5.7652,2.2589
221,49,-5.8716,1.9661
-123,92,3.0304,5.3998
-80,92,-6.0529,1.3051
-37,92,-3.7902,-4.8965
6,92,-5.5549,-2.7356
49,92,-6.0183,1.4564
92,92,-5.9888,1.5731
135,92,-6.0348,1.3863
178,92,-6.0738,1.2041
221,92,-6.1015,1.055
-123,135,2.6264,5.6074
-80,135,-6.0585,1.2791
-37,135,1.3973,-6.0323
6,135,3.5753,-5.0555
49,135,-5.8344,-2.0738
92,135,-6.1801,-0.3829
135,135,-6.1916,-0.069642
178,135,-6.1919,0.029863
221,135,-6.1916,0.068269
-123,178,5.8236,2.104
-80,178,-1.1318,6.0877
-37,178,4.1208,4.6217
6,178,5.5946,-2.6536
49,178,-4.6901,-4.0427
92,178,-5.7886,-2.1984
135,178,-6.0057,-1.5076
178,178,-6.0851,-1.1458
221,178,-6.1228,-0.923
-123,221,5.492,-2.8599
-80,221,5.8455,-2.0422
-37,221,5.4865,-2.8704
6,221,-0.34524,-6.1824
49,221,-3.9469,-4.771
92,221,-5.0996,-3.5122
135,221,-5.5618,-2.7217
178,221,-5.7862,-2.2048
221,221,-5.9103,-1.8464
